INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-07-25','2006-11-03','989 994 8328','Port Sudan','SD','active',1);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-11-04','2020-03-20','455 879 4104','Kloangpopot','iD','extraction',1626);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-03-27','2014-08-27','375 204 0051','Povorino','RU','compromised',1627);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-07-17','2008-11-03','845 684 4101','Alencon','FR','interception',1628);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-11-26','2028-04-24','665 672 7784','Stavanger','NO','ongoing',1629);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-06-13','2034-06-20','956 108 5164','Mutum Biyu','NG','compromised',1630);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-04-16','2011-02-18','223 958 3731','Seputih','iD','interception',1631);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-09-13','2026-01-16','747 846 8282','Hostomice','CZ','undercover surveillance',1632);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-02-16','2014-02-06','196 164 3541','Shalqiya','KZ','cancelled',1633);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-07-02','2024-11-12','156 644 1005','Panggung','iD','cancelled',1634);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-01-24','2032-06-03','986 860 4970','Qitai','CN','compromised',1635);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-12-07','2021-09-04','153 446 1061','Ouroveni','KM','infiltration',1636);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-07-22','2009-02-24','330 967 2476','Youngstown','US','under review',1637);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-01-01','2018-01-19','118 782 4586','San Gil','CO','compromised',1638);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-04-06','2017-01-21','303 928 8451','Huaqiao','CN','undercover surveillance',1639);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-04-25','2027-02-16','481 620 7207','Ganping','CN','delayed',1640);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-30','2025-05-02','781 474 4085','Pila','PH','counterintelligence',1641);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-01-25','2027-04-05','274 801 3550','Az Ziyarah','SY','ongoing',1642);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-09-26','2028-11-16','480 988 6973','Sodertalje','SE','counterintelligence',1643);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-09-26','2012-01-08','107 801 9747','Belogorskiy','KZ','completed',1644);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-10-19','2015-08-08','565 540 2386','Gucheng','CN','cancelled',1645);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-02-25','2007-11-19','805 769 6417','Vereya','RU','active',1646);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-08-29','2019-11-29','311 675 7997','Amagarapati','iD','active',1647);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-05-03','2015-05-29','623 988 0185','Dengzhuang','CN','ongoing',1648);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-07-23','2027-02-22','115 862 0794','Oslo','NO','high priority',1649);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-02-09','2031-01-06','449 273 7471','Anrong','CN','rescue',1650);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-12-07','2022-10-01','431 126 6890','Yangxipu','CN','reconnaissance',1651);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-02-14','2034-09-17','727 417 1055','Santulhao','PT','under review',1652);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-02-19','2008-01-13','991 448 6878','Karangtengah','iD','ongoing',1653);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-03-28','2013-01-26','218 745 5341','Kherson','UA','undercover surveillance',1654);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-21','2010-12-01','321 875 9010','Ouro Branco','BR','reconnaissance',1655);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-06-22','2034-05-21','472 562 4352','Xinfu','CN','counterintelligence',1656);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-06-23','2009-12-21','986 816 0439','Nesterovskaya','RU','extraction',1657);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-01-18','2020-08-28','312 955 9594','Cacapava do Sul','BR','reconnaissance',1658);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-01-10','2007-05-09','277 497 9969','Carmen','PH','covert action',1659);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-01-27','2014-02-11','909 897 3925','Witkowo','PL','cancelled',1660);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-03-26','2015-04-17','971 383 8432','Xuefu','CN','under review',1661);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-04-24','2008-11-19','690 202 7459','Niort','FR','high priority',1662);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-06-18','2015-11-22','688 182 2971','Pingyin','CN','covert',1663);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-11-10','2019-03-02','562 508 6868','Carepa','CO','compromised',1664);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-11-19','2011-02-19','186 457 2875','Tampakan','PH','covert action',1665);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-10-10','2013-08-14','691 799 4518','Volgo-Kaspiyskiy','RU','infiltration',1666);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-04-12','2023-03-09','352 742 2744','Sir ed Danniye','LB','reconnaissance',1667);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-10-19','2028-03-18','736 960 4943','Bhawana','PK','interception',1668);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-02-19','2010-04-05','989 629 6948','Bebedja','TD','infiltration',1669);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-08-06','2030-08-23','625 462 3498','Vittel','FR','compromised',1670);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-06-09','2009-10-12','135 279 6780','Sundsvall','SE','reconnaissance',1671);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-07-18','2031-12-17','977 926 5087','Qingyun','CN','rescue',1672);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-06-16','2029-05-30','630 381 4150','Qarawat Bani Zayd','PS','undercover surveillance',1673);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-01-09','2025-05-20','166 715 1242','Brgy. Nalook, kalibo','PH','counterintelligence',1674);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-06-12','2028-03-14','330 100 7645','Akron','US','under review',1675);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-09-30','2021-07-02','830 802 5534','Luis Donaldo Colosio','MX','infiltration',1676);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-05-22','2006-06-13','347 649 2450','Tunis','TN','high priority',1677);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-01-20','2009-02-09','927 572 5109','Yarumal','CO','surveillance',1678);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-09-15','2008-05-27','530 429 7347','Rio Limpio','DO','reconnaissance',1679);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-12-31','2007-02-11','485 500 5995','Srednebelaya','RU','active',1680);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-09-09','2031-09-10','250 834 2834','Jelah','BA','undercover surveillance',1681);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-09-15','2030-10-26','854 542 7065','Hvozdna','CZ','active',1682);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-05-16','2016-01-03','347 764 0541','Tuqiao','CN','delayed',1683);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-06-16','2026-10-07','448 528 3123','San Francisco','BO','undercover surveillance',1684);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-11-06','2019-12-28','253 387 6883','Lingkou','CN','delayed',1685);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-11-04','2034-03-22','568 335 0334','Utena','LT','delayed',1686);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-06-10','2017-09-15','669 151 8179','Tamansari','iD','undercover surveillance',1687);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-04-20','2010-09-12','785 669 3530','Jiaogong','CN','compromised',1688);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-09-10','2029-02-11','905 477 3044','Vila Moreira','PT','compromised',1689);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-10-01','2024-04-17','516 180 9384','Mallow','iE','active',1690);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-01-28','2013-08-12','657 324 9452','Kavlinge','SE','compromised',1691);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-11-18','2014-08-01','803 407 4943','Burujul','iD','reconnaissance',1692);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-08-17','2006-07-23','363 186 1409','Laguna','BR','compromised',1693);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-20','2023-06-09','769 405 3633','Simpanganduwet','iD','cancelled',1694);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-03-04','2013-12-17','478 160 7383','Khon Kaen','TH','rescue',1695);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-07-21','2019-02-07','668 191 3699','Santa Rosa','PE','undercover',1696);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-05-16','2026-11-30','468 953 0206','Sortavala','RU','extraction',1697);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-04','2031-09-27','387 180 4925','Baranowo','PL','covert action',1698);
